band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,2880.0,0.1,14.0,0.0064618968730114,25.0,0.1,14.0,2.4498965952863155e-08,0.0064618968730114,25.0,46705
5,8640.0,0.1,3.1,0.0133748651045693,100.0,0.12,2.7,26.788656307905526,0.012555005669098833,125.0,12301
8,24480.0,0.1,6.1,0.0104254913978704,350.0,0.1,5.9,1.024447121082236e-05,0.00997915108052451,325.0,18360
11,67680.0,0.2,8.5,0.0035438982524946,200.0,0.2,8.5,24307.43620511325,0.0035438982524946,200.0,152280
14,187200.0,0.1,-0.1,0.0221642593799102,50.0,0.1,-0.13,56.43832217636883,0.021781329867484822,25.0,3699
17,519840.0,0.1,6.0,0.0084755976308954,0.0,0.1,6.0,3.966808139309801e-05,0.0084755976308954,0.0,26019
20,1442880.0,0.1,6.8,0.0015232540486563,25.0,0.1,6.8,3.725127459980338e-06,0.0015232540486563,25.0,811620
23,4007520.0,0.1,14.0,0.0009892423916667,50.0,0.1,14.0,9.850284052527323e-10,0.0009892423916667,50.0,1902006
26,11121120.0,0.1,10.0,0.0004839793919398,0.0,0.1,10.0,3.2322391374287602e-09,0.0004839793919398,0.0,8340840
30,8360640.0,0.1,4.8,0.0020440279557855,25.0,0.1,4.8,1.2091160758962412e-08,0.0020440279557855,25.0,440892
