filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,best_augmented_var,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,85.23641,85.23641,43.924774,37.780144,32.243713,0.0251868198290877,0.0099731930516845,0.005932203002969,0.0030282741099896,0.004372740656580465,0.004045251193012489,0.0036983241269685947,0.003359277590193166,0.0030282741099896026,0.002736926359091063,33.281662,0.0033257749766645306,0.004249484235415157,0.005564954051794635
1,55.11944,55.11944,27.253489,21.856323,17.474768,0.0254550671686848,0.0097823989186712,0.0043088048210183,0.0024295110956991,0.0039947798200489736,0.003441064435947272,0.002930492664431572,0.0026119239258658444,0.002371510900979568,0.0022043481705953383,18.205141,0.0024443821114868147,0.00372997193997604,0.005253322351709069
2,22.82442,22.82442,12.023202,10.829367,9.815873,0.0176388773179218,0.0019219956336432,0.0022272131355047,0.003588093350734,0.003526815618271173,0.0029196725642679777,0.0020591748825318362,0.0016859841806318165,0.0019219956336432031,0.005306452225444236,11.276715,0.015470250258259058,,
3,9.843026,9.843026,6.368092,5.835878,5.2412257,0.0126825390451364,0.0033007811569875,0.0024104218045833,0.0035450603809794,0.004435134705030208,0.003890175263309134,0.003315960722337863,0.0027511898761145674,0.002232836851946529,0.0022906241109595937,5.835878,0.0028513552375657447,0.003669189787940952,0.0111668233142318
4,6.0105796,6.0105796,3.1624556,2.511319,2.0220644,0.0251076106990389,0.011876820043509,0.0078608869198387,0.0038325524070174,0.005725394707474928,0.005229915947738029,0.004703387282461394,0.0042046263465900235,0.003586562199242027,0.004074852418036179,2.0220644,0.004382155235331309,0.006174923012037092,0.006787122843254112
5,2.1734369,2.1734369,1.3268241,1.0385903,0.74016446,0.0329489208854015,0.0220127858266933,0.0199761829871242,0.0126241776295821,0.008907513012334084,0.00921508000227178,0.010071498246242372,0.010581327799763729,0.01208251886367906,0.013829988926815973,0.5907332,0.013859042439807068,0.01612924433392149,0.01689443393301726
6,0.5414084,0.5414084,0.32987753,0.29556644,0.2586071,0.0180395968974887,0.0086190416613213,0.0073935329363284,0.0055244551726997,0.006877773291601663,0.00653498199858633,0.00599058933517127,0.005632939711906038,0.0053837877366148534,0.005521830943151951,0.2586071,0.005940904657145474,0.005981880371745518,0.0066232779423930355
7,104.48048,104.48048,47.441326,40.67512,34.469532,0.0264491359787273,0.0092828619569794,0.0052822054266631,0.0028767430725926,0.00414077815155095,0.003793777121130564,0.0034649776901319873,0.003146133477291424,0.0028767430725926595,0.002582106377870554,36.95268,0.0025133573701049683,0.003712683114508522,0.004975392977011772
8,47.764854,47.764854,23.656776,21.008305,18.407948,0.0207910537083471,0.0043572352671089,0.0024791201544627,0.0025748592545005,0.0033300253284695436,0.00291181093639839,0.0027360350841533765,0.002484363406603074,0.0024791201544627217,0.0023839955797433365,22.115858,0.004284916068412192,0.006491778840079898,0.018917696337577068
9,33.97162,33.97162,19.760983,16.6039,13.649004,0.0208253026177947,0.0082115979676573,0.0047446144975979,0.0026394805915208,0.004556799992910775,0.003962177446923287,0.003390800103776015,0.0029324079376490276,0.0026093318916012905,0.002353071564001916,14.810608,0.002120803613322567,0.0026432538190051535,0.0039054870361016625
10,21.561584,21.561584,11.546256,9.417662,7.6646657,0.0250827949595782,0.0120178268541184,0.0072927931132298,0.0034633584620568,0.00521675001469768,0.004743917682860331,0.004256817430199233,0.003772878521288818,0.0033720104890202496,0.0033526758184674876,7.974017,0.004313969766716025,0.004756731426585392,0.006057035431294655
11,5.6215043,5.6215043,3.6040967,3.198791,2.7915506,0.0169045724239751,0.0079239868330294,0.005457578973236,0.0039038258871187,0.00556085166981083,0.005137548418566201,0.004706568326955929,0.0043104066466696355,0.003857382930305575,0.0034417297489650507,2.8709683,0.004045210010494127,0.004650593050562812,0.005064660498748194
12,2.5409522,2.5409522,1.4686849,1.18323,0.95401907,0.0234433881833672,0.0117519285199151,0.0076714923163413,0.0042439856100334,0.006459251848827452,0.005946292907937911,0.005377895455248416,0.004919780805927143,0.004243985610033411,0.004647490428774659,,0.005883605459290814,0.005802114077151144,0.00722066271785296
13,0.6566615,0.6566615,0.27862158,0.23489825,0.20126992,0.0263088412620426,0.009070724401635,0.0060000897709762,0.0044232040229027,0.006279065501545375,0.005824179988557443,0.005353696911223449,0.0048381708345077955,0.004410652707134477,0.004010892908102803,0.2073635,0.004704153289263213,0.005028604040321627,0.005819699630709052
14,97.28535,97.28535,44.061546,36.560097,30.072851,0.0271404364400616,0.0098471866589481,0.0056922594735003,0.002664830510452,0.0038784545628851967,0.003493023656727434,0.0031615478548686097,0.0028950536889604805,0.0026648305104520764,0.0024043054957382237,32.614964,0.0023163794836436047,0.0033274088402432955,0.004680281608314574
15,37.0874,37.0874,19.240528,16.59365,14.252781,0.0213164402953079,0.0061395626605118,0.0019796075891896,0.0025120459381109,0.003172377567502993,0.0024975597763264856,0.0019673691958738693,0.0017178200634682874,0.0019796075891896914,0.003552577204556928,15.798831,0.005660112578672438,0.009035770945945938,0.019634749024733382
16,23.7597,23.7597,13.304388,12.132593,10.945077,0.0151707218414329,0.0019884491677086,0.0030764841251158,0.0040846638343901,0.00428218243330547,0.0037033486813119465,0.002996579447159274,0.0021270767766452536,0.0019884491677086835,0.004247646157579277,,0.013244096478735173,,
17,25.57635,25.57635,9.819882,7.7602525,6.4498754,0.0287113680791002,0.0104681986968152,0.0053150948982504,0.0042760584097324,0.005789131133502786,0.00541232899091626,0.005023252362698398,0.004663007599854364,0.004230447082371969,0.0037601661314972546,6.933587,0.003363443917800968,0.0036967186339668667,0.004587391587922873
18,4.793636,4.793636,2.7263832,2.3697848,2.036751,0.020466821394244,0.01064050695757,0.0069665853426524,0.0056678154466624,0.007331937683515921,0.006959243609266252,0.006399648023378685,0.006014495474518353,0.005543497601908087,0.005200752925217378,2.0993533,0.005219312645007523,0.006309040072594918,0.006966585342652487
19,0.86579955,0.86579955,0.47205862,0.4094624,0.35606083,0.0211418732237682,0.0092738434018597,0.007743833706017,0.0060111583516631,0.0075748443798534515,0.007232234606871231,0.006658802306418285,0.006304865070737686,0.0058707532133331665,0.0055837486761883826,0.36621606,0.005617505339221507,0.006405418033276211,0.00690130166762537
20,0.40613803,0.40613803,0.19488105,0.15532142,0.11591711,0.0341647403254443,0.0207171541243161,0.0177728107203237,0.0135262861570329,0.01036547720190717,0.009857825540710102,0.010370244602710299,0.01189537168048485,0.013353254128430136,0.012551870164845769,0.100223914,0.013452667135957608,0.014493497594174176,0.016528114759771784
21,70.56708,70.56708,40.398758,35.23385,30.510302,0.0193920502359884,0.0064123803900444,0.0030573429540682,0.0029371655151303,0.0045317085535280695,0.004098079555896094,0.003686083589673388,0.003298233488156055,0.0029371655151303466,0.002603308355993872,33.664497,0.002303386015970488,0.0019692744112241867,0.0023443055064472085
22,64.40502,64.40502,28.798008,23.060925,18.294224,0.0283417671736398,0.0114694850091358,0.005530195049378,0.0024956228670623,0.004442432921483164,0.0036372554851297895,0.0030107758199479084,0.002737085867292821,0.002495622867062397,0.0023149410066776177,20.113169,0.0021091865653171116,0.0035764255696421263,0.004938199826058705
23,29.92623,29.92623,16.942072,14.747558,12.662242,0.0195893255390826,0.0064761812157042,0.0037048900750898,0.0035558509558948,0.005408382085531516,0.004942986369347313,0.004552878724344955,0.003978611181303979,0.0034990691530681663,0.0030668592400177053,14.060907,0.0026627608833115126,0.0024857366049272356,0.0037048900750898672
24,9.18067,9.18067,6.478615,6.0606976,5.525719,0.0086046246966055,0.0026143785531594,0.0032642649968979,0.0045221964219571,0.004207249376396584,0.0036860268946471327,0.0032277166038600577,0.0025547650054519623,0.002054161955693079,0.0025103366073208067,6.478615,0.008084713818665268,,
25,10.392351,10.392351,5.6787076,4.408851,3.1999106,0.0307024207668971,0.0210187918550719,0.0158854197726826,0.0088662484303581,0.005465912148475027,0.005746437695816925,0.006769347466391684,0.007866016708633183,0.008866248430358104,0.009725450805270486,2.6571844,0.01073893763618848,0.012065988562822039,0.01399777423147397
26,1.6148978,1.6148978,0.8055424,0.6561953,0.53404546,0.0271552652719844,0.0137229688945304,0.0101795006250516,0.006205010893299,0.005996274844528693,0.005619609768548917,0.005983257268049269,0.006079804424744761,0.006205010893299057,0.007220033052083741,0.4861597,0.008029839835613978,0.009316317054802625,0.009691088579585616
27,0.48520938,0.48520938,0.17973968,0.14628151,0.11610006,0.0345970398241195,0.0171671896837111,0.0129129876273076,0.010452414203881,0.006726557430154045,0.008387714453026551,0.00823059720534769,0.008656577286839773,0.009577490571898162,0.009698546572651456,0.10033367,0.0100981844100142,0.01088669590053648,0.012257153888771133
28,55.464695,55.464695,33.85059,30.346762,26.785652,0.0163994197861213,0.0035323364691794,0.001552707059923,0.0029248232686475,0.003127800462175645,0.002630266483777014,0.00224714154632788,0.0018918142728509002,0.001552707059923053,0.0017159644361706833,,0.003532336469179484,0.0057777773448803305,0.01404646541008936
29,42.59629,42.59629,19.872631,16.727026,14.210953,0.0236519753962971,0.0067951933492835,0.0019274847374372,0.0026384875556179,0.0026219535971464536,0.0023092788692599822,0.001993673525507722,0.0017306607796981899,0.0019274847374372572,0.003617281113549746,15.852664,0.006204991062717109,0.009487213922898488,0.021070767594395343
30,36.765217,36.765217,18.465158,14.969995,11.858973,0.0245379321269882,0.0114821020509945,0.0065259296055637,0.0026071334719779,0.005026437472930412,0.0043425757860394085,0.0036888184283886127,0.0029628255458674646,0.002500826513204917,0.00283709343471078,11.858973,0.002842716586723415,0.003634571258083086,0.005229951048662418
31,26.165375,26.165375,11.280693,8.690303,6.6765513,0.0326289126123904,0.0158398061166803,0.0111952342657346,0.0056451789353397,0.0045574100322705036,0.004155337122247698,0.004122629766654284,0.004424222347451046,0.00491822713462009,0.00534064712511928,6.1341352,0.007182039716516611,0.008360925786276951,0.01014108434357204
32,6.0620213,6.0620213,3.4679396,2.7593257,2.102159,0.0315582763093854,0.0190514434968371,0.0157889927802865,0.0103222920210195,0.006934282545054321,0.008198360156090656,0.009418491244341576,0.0085795720213373,0.009608427508110196,0.010527463802711856,1.7847359,0.011691003638570563,0.013493218350886016,0.013927674446921778
33,0.62071776,0.62071776,0.3426612,0.29529643,0.25267154,0.0212182733131625,0.0090640645527313,0.0073300691021185,0.0049454143535659,0.006647429448655928,0.006247788161122481,0.005719334438537116,0.005325218074745508,0.004838863681783961,0.0044801955165414235,0.2606414,0.004879156046207145,0.005748843807510562,0.006357919519893396
34,0.16974755,0.16974755,0.07122631,0.061566893,0.05181806,0.0302397574376988,0.0156110137094069,0.0146263777973831,0.0106856320815646,0.009450110637824527,0.01040530284709451,0.009423298369261701,0.01067750285018379,0.010178516613691152,0.011741698034059445,0.04862344,0.011948912780445353,0.012559748597623488,0.012622176450818201
35,96.42034,96.42034,39.845276,32.909748,27.457342,0.027059122038878,0.0082717086587798,0.0028775894279447,0.0026061622811167,0.004883396541482593,0.004195423809062682,0.003864611420670183,0.0030741523568255796,0.0026061622811167926,0.0023355855139263193,30.9751,0.0020565359186112786,0.0017954998753731966,0.0024979053901178494
36,35.171085,35.171085,19.798876,17.489897,15.298115,0.0185690513732483,0.0046030409040715,0.0015241691186573,0.0029252116345505,0.0032146136496951083,0.0026180960769637274,0.0021066493725225843,0.0017881002758545206,0.0015241691186573814,0.002710420816296022,,0.004055702368454844,0.007117303755503457,0.016079282107233202
37,33.92649,33.92649,15.401537,13.171143,11.280186,0.0240749081765849,0.0079226839724627,0.0044546860957841,0.0034977529488974,0.005305232096377802,0.004848676297848686,0.004381290952910288,0.0039499086865016145,0.003454739779679028,0.0029574117233208443,12.037754,0.002515590725216241,0.003508489756641836,0.004134481227496267
38,28.359837,28.359837,11.323949,9.509749,7.6272902,0.0322250536573147,0.0146133018800803,0.0098548672577628,0.0061522296694175,0.0042152285751151375,0.003919179175519518,0.004787862768813739,0.004578405742108049,0.005514382590219191,0.00643815627606853,6.7732887,0.007313497652388756,0.0074573428399478114,0.009296826810494485
39,8.556268,8.556268,4.167284,3.079044,2.2261448,0.0323204674388105,0.0207998065451783,0.0143799328774374,0.0090435665636477,0.0048501504219522484,0.0059691543239625,0.006615721497885224,0.008035788663713184,0.0076484339591615935,0.009414252284590696,1.8704147,0.010183209327771059,0.012202588749868015,0.013347998910566039
40,1.3124895,1.3124895,0.59122336,0.48338205,0.3894139,0.0274890573384996,0.014346792622081,0.0117686429837383,0.0065431015141775,0.006279283869225716,0.0058542567678066156,0.006459383598306445,0.006026067709253957,0.006543101514177585,0.007840091973464802,0.3515867,0.008481208215894098,0.009547556177736172,0.009961784841483523
41,0.340345,0.340345,0.08073604,0.069237985,0.057765506,0.0418671497752119,0.0163890167163358,0.0147454606064657,0.0121528822829938,0.009987944250985592,0.010374233338903721,0.011136859720396797,0.010406229097939729,0.011835415811552674,0.012139369580506848,0.05109619,0.012107643526279133,0.01400702516877772,0.013163098056505673
